company,company_tier,total_questions,easy_pct,medium_pct,hard_pct,avg_acceptance,median_acceptance,avg_frequency,median_frequency,avg_likes,avg_dislikes,top_category
zeta,Tier_B,31,0.0,64.51612903225806,35.483870967741936,52.958064516129035,53.2,51.20967741935484,50.0,12389.266666666666,731.1333333333333,Algorithms
zeta-suite,Tier_C,2,100.0,0.0,0.0,70.35,70.35,50.0,50.0,17043.5,670.0,Algorithms
zillow,Tier_C,1,0.0,100.0,0.0,80.1,80.1,62.5,62.5,18634.0,894.0,Algorithms
zip,Tier_C,4,0.0,75.0,25.0,50.849999999999994,53.4,31.25,37.5,5190.75,173.25,Algorithms
ziprecruiter,Tier_C,4,0.0,100.0,0.0,61.4,61.150000000000006,28.125,18.75,4071.5,174.5,Algorithms
zluri,Tier_C,2,0.0,100.0,0.0,68.25,68.25,100.0,100.0,19.5,1.0,Algorithms
zocdoc,Tier_C,1,0.0,100.0,0.0,47.4,47.4,87.5,87.5,21785.0,1127.0,Algorithms
zoho,Tier_A,173,34.104046242774565,54.91329479768786,10.982658959537572,58.165317919075136,57.5,46.89306358381503,37.5,12009.233918128655,1564.6842105263158,Algorithms
zomato,Tier_C,27,7.407407407407407,59.25925925925926,33.333333333333336,53.588888888888896,51.8,49.074074074074076,50.0,11929.25925925926,688.1851851851852,Algorithms
zoom,Tier_C,4,50.0,25.0,25.0,43.075,42.95,53.125,50.0,8130.5,729.25,Database
zoox,Tier_C,6,16.666666666666668,66.66666666666667,16.666666666666668,50.699999999999996,53.95,54.166666666666664,56.25,10739.333333333334,1962.0,Algorithms
zopsmart,Tier_C,19,15.789473684210526,68.42105263157895,15.789473684210526,58.02105263157894,60.0,50.6578947368421,62.5,15687.5,2274.0,Algorithms
zs-associates,Tier_C,10,20.0,80.0,0.0,48.06000000000001,45.6,45.0,37.5,14138.0,1068.6,Algorithms
zscaler,Tier_C,16,18.75,50.0,31.25,53.66875,51.8,57.03125,56.25,6043.875,900.5625,Algorithms
zulily,Tier_C,2,50.0,50.0,0.0,43.55,43.55,56.25,56.25,20584.0,1262.5,Algorithms
zynga,Tier_C,2,50.0,50.0,0.0,70.4,70.4,50.0,50.0,15350.5,445.0,Algorithms
